0,1,2,3,4
Lola Rennt,http://www.imdb.com/title/tt0130827/,http://technoir.nl/post/54268778745/june2013-lolarennt,"'I think I have to make a decision.'
Lola Rennt (1998)",http://33.media.tumblr.com/3efcda5aaf7af91ad6dbbb20ec777a90/tumblr_mp7txqUWTg1qghl49o1_r2_500.gif
Le fabuleux destin d'Amélie Poulain,http://www.imdb.com/title/tt0211915/,http://technoir.nl/post/53604083673/june2013-amelie,"'These are hard times for dreamers.' 
Le fabuleux destin d&#8217;Amélie Poulain (2001)",http://33.media.tumblr.com/922ea832bd0915c8c5bcc85ec73f6a26/tumblr_mot061pPkA1qghl49o1_r1_500.gif
Requiem for a Dream,http://www.imdb.com/title/tt0180093/,http://technoir.nl/post/53552001354/june2013-requiemforadream,"'Somebody like you could really make things all right for me'
Requiem for a Dream (2000)",http://33.media.tumblr.com/4c10be689ac1391fc24526008320e33b/tumblr_moro5oFd9n1qghl49o1_r1_500.gif
Avalon,http://www.imdb.com/title/tt0267287/,http://technoir.nl/post/52659088252/june2013-avalon,"'What do you think is the best, a game you think you can finish, but never do, or a game that seems impossible to win, but isn't?'
Avalon (2001)",http://37.media.tumblr.com/f863c5304927139dd812ac67748804c3/tumblr_mo77ifxl8G1qghl49o1_r1_500.gif
Lost in Translation,http://www.imdb.com/title/tt0335266/,http://technoir.nl/post/52399983982/june2013-lostintranslation,"'I just don't know what I'm supposed to be.'
Lost in Translation (2003)",http://33.media.tumblr.com/45e39b2b48e507c2dec2d25859f8d9d3/tumblr_mo1glnzbE81qghl49o1_r2_500.gif
Close Encounters of the Third Kind,http://www.imdb.com/title/tt0075860/,http://technoir.nl/post/52247849290/june2013-closeencountersofthethirdkind,"'I don't think we could have asked for a more beautiful evening, do you?'
Close Encounters of the Third Kind (1977)",http://38.media.tumblr.com/b8a984f0d7185268f630c7ca0870978f/tumblr_mnxs84quIB1qghl49o1_r1_500.gif
Prometheus,http://www.imdb.com/title/tt1446714/,http://technoir.nl/post/51925824487/june2013-prometheus,"'Sometimes to create, one must first destroy.'
Prometheus (2012)",http://38.media.tumblr.com/b8b9b835f792590741a8c0fdf3178b2c/tumblr_mnqpyg5ShK1qghl49o1_r1_500.gif
Marie Antoinette,http://www.imdb.com/title/tt0422720/,http://technoir.nl/post/51236029080/may2013-marieantoinette,"'Letting everyone down would be my greatest unhappiness.'
Marie Antoinette (2006)",http://31.media.tumblr.com/246452f2f6d1dd2c5d5f2de70a5590ab/tumblr_mnbd5xwRFa1qghl49o1_500.gif
Melancholia,http://www.imdb.com/title/tt1527186/,http://technoir.nl/post/51095338835/may2013-melancholia,"'Hold my hand. Close your eyes.'
Melancholia (2011)",http://38.media.tumblr.com/e69bcaca11269e76596468ed32ce0cbc/tumblr_mn7xuxQWkK1qghl49o1_500.gif
Iron Man,http://www.imdb.com/title/tt0371746/,http://technoir.nl/post/50998594003/may2013-ironman,"'Okay, this is where I don't want to be.'
Iron Man (2008)",http://37.media.tumblr.com/f05a576c082c515e1f2fd9710f311448/tumblr_mn5rq0xbEX1qghl49o1_500.gif
Upstream Color,http://www.imdb.com/title/tt2084989/,http://technoir.nl/post/50006644676/may2013-upstreamcolor,"'What are we doing? Where are we going, home? &#8230; Yeah, home.'
Upstream Color (2013)",http://31.media.tumblr.com/8152256f8ed1beee3ec48853f1c44461/tumblr_mmj4b2hfRw1qghl49o1_500.gif
Patton,http://www.imdb.com/title/tt0066206/,http://technoir.nl/post/49394210566/may2013-patton,"'Look at this Cod. I love it. God help me I do love it so. I love it more than my life.'
Patton (1970)",http://31.media.tumblr.com/86e699fea32791268a20fb1e2bca10a6/tumblr_mm5033rz5k1qghl49o1_r2_500.gif
Death Note,http://www.imdb.com/title/tt0758742/,http://technoir.nl/post/49206492764/april2013-deathnote,"'No one will know my secret.'
Death Note (2006)",http://31.media.tumblr.com/dddcff7fb53fbad60fdaa1563c5cbce1/tumblr_mm1e3vjRAy1qghl49o1_r2_500.gif
Twin Peaks: Fire Walk with Me,http://www.imdb.com/title/tt0105665/,http://technoir.nl/post/49100602888/april2013-twinpeaksfirewalkwithme,"'Where are you going, Laura? &#8230; Nowhere&#8230; fast. And you're not coming.'

Twin Peaks: Fire Walk with Me (1992)",http://38.media.tumblr.com/e6945db913bb8412b250c6172c323170/tumblr_mlz4ov0cxq1qghl49o1_r2_500.gif
Napoleon Dynamite,http://www.imdb.com/title/tt0374900/,http://technoir.nl/post/48785338385/april2013-napoleondynamite,"'For a limited time only, Glamour Shots by Deb are 75% off.&#8217;
Napoleon Dynamite (2004)",http://38.media.tumblr.com/0c6ea1e0d16f1e4b5a66d7d987341bab/tumblr_mlrtqkTX301qghl49o1_r1_500.gif
Sixteen Candles,http://www.imdb.com/title/tt0088128/,http://technoir.nl/post/48519012859/april2013-sixteencandles,"'Happy Birthday, Samantha. Make a wish. &#8230; It already came true.'
Sixteen Candles (1984)",http://37.media.tumblr.com/8f980a532d2cd39e7c798e4bfec63570/tumblr_mlluykAMcf1qghl49o1_r2_500.gif
There Will Be Blood,http://www.imdb.com/title/tt0469494/,http://technoir.nl/post/47945933812/april2013-therewillbeblood,"'There's a whole ocean of oil under our feet! No one can get at it except for me!'
There Will Be Blood (2007)",http://31.media.tumblr.com/f38fdafb4746a32cfa660af59a5c9e3c/tumblr_ml8ui1hWDa1qghl49o1_r2_500.gif
Un Chien Andalou,http://www.imdb.com/title/tt0020530/,http://technoir.nl/post/47549904840/april2013-unchienandalou,Un chien andalou (1929),http://38.media.tumblr.com/ee0f410cd24fc75004681b75c67ff9f7/tumblr_ml016hSurE1qghl49o1_500.gif
Winter's Bone,http://www.imdb.com/title/tt1399683/,http://technoir.nl/post/47371870974/april2013-wintersbone,"'I'd be lost without the weight of you two on my back. I ain't goin' anywhere.'
Winter&#8217;s Bone (2010)",http://37.media.tumblr.com/63d20f2770c7319dca1e24fda1814639/tumblr_mkw6rfiMBx1qghl49o1_500.gif
Sedmikrásky,http://www.imdb.com/title/tt0060959/,http://technoir.nl/post/46676677094/march2013-sedmikrasky,"'What are we doing here?' 
Sedmikrásky (1966)",http://38.media.tumblr.com/891d8e8bdfa0a9bcfaace3c4573fa59e/tumblr_mkhd493FR91qghl49o1_r2_500.gif
Pierrot le Fou,http://www.imdb.com/title/tt0059592/,http://technoir.nl/post/46179808626/march2013-pierrotlefou,"'You'll never leave me? &#8230; Of course I won't &#8230; Of course? &#8230; Yes, of course'
Pierrot le fou (1965)",http://33.media.tumblr.com/fd922f43178bd15be988100df23d9337/tumblr_mk6gw20l361qghl49o1_500.gif
,http://www.imdb.com/title/tt0091042/,http://technoir.nl/post/45530478036/march2013-ferrisbuellersdayoff,"'The city looks so peaceful from up here. &#8230; Anything is peaceful from one thousand, three hundred and fifty-three feet.&#8217;
Ferris Bueller&#8217;s Day Off (1986)",http://38.media.tumblr.com/18d5bee7bcb36b523cd327bae156fe99/tumblr_mjrx36EjZ01qghl49o1_500.gif
The Master,http://www.imdb.com/title/tt1560747/,http://technoir.nl/post/45505805234/march2013-themaster,"'Your fear of capture and imprisonment is from millions of years ago. You are not there. You are asleep.'
The Master (2012)",http://31.media.tumblr.com/751818128d97329bb4faf0bc9b511cd9/tumblr_mjrhjvhlRC1qghl49o1_500.gif
Sin City,http://www.imdb.com/title/tt0401792/,http://technoir.nl/post/45221472196/march2013-sincity,"'The pills come from a girlfriend who's a shrink, she tried to analyze me once but she got too scared'.
Sin City (2005)",http://38.media.tumblr.com/95c46dbda0f5120e477e67d7a2a54e1f/tumblr_mjkkucpyW91qghl49o1_500.gif
The Matrix,http://www.imdb.com/title/tt0133093/,http://technoir.nl/post/44652440963/march2013-thematrix,"'I'm trying to free your mind, Neo. But I can only show you the door. You're the one that has to walk through it.'
The Matrix (1999)",http://33.media.tumblr.com/4b3b0287ca43ce1021340cd692f65f9f/tumblr_mj7iufgKNi1qghl49o1_500.gif
Dr. No,http://www.imdb.com/title/tt0055928/,http://technoir.nl/post/44380928314/march2013-drno,"'Are you looking for shells too? &#8230; No, I&#8217;m just looking.&#8217;
Dr. No (1962)",http://38.media.tumblr.com/b65cb88a4f2250e0b7cd240ccf87eda7/tumblr_mj1n30w6Mo1qghl49o1_r2_500.gif
The Tree of Life,http://www.imdb.com/title/tt0478304/,http://technoir.nl/post/44333790013/march2013-thetreeoflife,"'The nuns taught us there were two ways through life - the way of nature and the way of grace. You have to choose which one you'll follow.'
The Tree of Life (2011)",http://31.media.tumblr.com/ef95e270ea04e00d156f0737f1b7f9e1/tumblr_mj0epqRywo1qghl49o1_500.gif
Ferris Bueller's Day Off,http://www.imdb.com/title/tt0091042/,http://technoir.nl/post/43312919572/february2013-ferrisbuellersdayoff,"'You oughta spend a little more time dealing with yourself, a little less time worrying about what your brother does.'
Ferris Bueller&#8217;s Day Off (1986)",http://33.media.tumblr.com/e963c82514f72c9647713002425e4fb9/tumblr_mide824ZtC1qghl49o1_500.gif
The Master,http://www.imdb.com/title/tt1560747/,http://technoir.nl/post/43273454206/february2013-themaster,"'Turn them black. What color are my eyes? &#8230; Black &#8230; Very good.'
The Master (2012)",http://38.media.tumblr.com/fef88e4954e2ae1c89a0fb8f0c898b96/tumblr_micbzsRZvI1qghl49o1_r1_500.gif
Skyfall,http://www.imdb.com/title/tt1074638/,http://technoir.nl/post/43247916312/february2013-skyfall,"'Do you see what comes of all this running around, Mr. Bond? All this jumping and fighting, it's exhausting!' 
Skyfall (2012)",http://33.media.tumblr.com/4a71e2e1abc0ee7dee2cec6157e746d9/tumblr_mibwqi1vQn1qghl49o1_500.gif
Vivre sa vie,http://www.imdb.com/title/tt0056663/,http://technoir.nl/post/42869357840/february2013-vivresavie,"‘Everything is beautiful. You only have to take an interest in things to see their beauty’
Vivre sa vie (1962)",http://33.media.tumblr.com/7c3dbf307aa4ac464cf243963edbea9f/tumblr_mi2t16S9Kt1qghl49o1_r1_500.gif
Holy Motors,http://www.imdb.com/title/tt2076220/,http://technoir.nl/post/42452595217/february2013-holymotors,"'Infrared. Markers detected'
Holy Motors (2012)",http://38.media.tumblr.com/3c72473dd7f4c42f094aa0028ddc69fe/tumblr_mhtj7tga4r1qghl49o1_500.gif
V for Vendetta,http://www.imdb.com/title/tt0434409/,http://technoir.nl/post/42129769206/february2013-vforvendetta,"'Are you going to kill me now? &#8230; I killed you 10 minutes ago.&#8217;
V for Vendetta (2005)",http://37.media.tumblr.com/bcb6fcdf800443d6b6a2605c69f55e15/tumblr_mhm0j2ndI91qghl49o1_r4_500.gif
Natural Born Killers,http://www.imdb.com/title/tt0110632/,http://technoir.nl/post/41553047823/january2013-naturalbornkillers,"'The whole world's comin' to an end, Mal!'
Natural Born Killers (1994)",http://38.media.tumblr.com/1938d514042d0454af87c8dd6ce60cc5/tumblr_mh96jpawwv1qghl49o1_500.gif
Donnie Darko,http://www.imdb.com/title/tt0246578/,http://technoir.nl/post/41521339572/january2013-donniedarko,"'Why are you wearing that stupid bunny suit? &#8230; Why are you wearing that stupid man suit?&#8217;
Donnie Darko (2001)",http://31.media.tumblr.com/61748eb48d98f8d523c4c69c5a5c49ba/tumblr_mh8lsdJKZH1qghl49o1_500.gif
Lawrence of Arabia,http://www.imdb.com/title/tt0056172/,http://technoir.nl/post/41210182710/january2013-lawrenceofarabia,"'Lawrence, only two kinds of creature get fun in the desert: Bedouins and gods, and you're neither. Take it from me, for ordinary men, it's a burning, fiery furnace.' 
Lawrence of Arabia (1962)",http://38.media.tumblr.com/f00478575482293500e9d0b4486f21a6/tumblr_mh1jxt2qjj1qghl49o1_r1_500.gif
The Runaways,http://www.imdb.com/title/tt1017451/,http://technoir.nl/post/40439960439/january2013-therunaways,"'Joan Jett. The rock 'n' roll heart, street tough brunette.'
The Runaways (2010)",http://38.media.tumblr.com/c4e2e10afe4e50d3242c894cf2fb2e1f/tumblr_mgks5ynCYR1qghl49o1_500.gif
V for Vendetta,http://www.imdb.com/title/tt0434409/,http://technoir.nl/post/39842982128/january2013-vforvendetta,"'I hope that whoever you are, you escape this place. I hope that the worlds turns, and that things get better. But what I hope most of all is that you understand what I mean when I tell you that, even though I do not know you, and even though I may never meet you, laugh with you, cry with you, or kiss you, I love you. With all my heart, I love you. Valerie.'
V for Vendetta (2005) ",http://37.media.tumblr.com/94decbe539ff2ecf5f39c729d774a1be/tumblr_mg7pmgM7Cl1qghl49o1_r1_500.gif
Dredd,http://www.imdb.com/title/tt1343727/,http://technoir.nl/post/39142878535/december2012-dredd,"'Incendiary.'
Dredd (2012)",http://37.media.tumblr.com/499ae05283a33989e0e219501930f51b/tumblr_mft348Tw2k1qghl49o1_r1_500.gif
Looper,http://www.imdb.com/title/tt1276104/,http://technoir.nl/post/38650192607/december2012-looper,"'You can't take that thing out with a plough or something? &#8230; Uh-huh.&#8217; 
Looper (2012)",http://38.media.tumblr.com/4bf0fae280dc0bcfefd6e81eb51b3f6a/tumblr_mfi3jn7yi31qghl49o1_r6_500.gif
Fantastic Mr. Fox,http://www.imdb.com/title/tt0432283/,http://technoir.nl/post/38626270172/december2012-fantasticmrfox,"'I think I need everyone to think I'm the greatest, the &#8220;Fantastic&#8221; Mr. Fox.'
Fantastic Mr. Fox (2009)",http://37.media.tumblr.com/c7030889cef94a9f95bb7c7875288b41/tumblr_mfhn8ditnr1qghl49o1_r1_500.gif
Akira,http://www.imdb.com/title/tt0094625/,http://technoir.nl/post/37556943718/december2012-akira,"'I feel like I can take out the world.' 
Akira (1988)",http://33.media.tumblr.com/697566623f56a200b381fa731c5d4b15/tumblr_merrziLMqG1qghl49o1_r1_500.gif
The Devil Wears Prada,http://www.imdb.com/title/tt0458352/,http://technoir.nl/post/37028501351/december2012-thedevilwearsprada,"'If you want me to cancel your evening, I can. &#8230; Don't be ridiculous, why would we do that?'
The Devil Wears Prada (2006) ",http://33.media.tumblr.com/tumblr_meeokhJZEE1qghl49o1_500.gif
Ghostbusters,http://www.imdb.com/title/tt0087332/,http://technoir.nl/post/37024920022/december2012-ghostbusters,"'I am The Gatekeeper!' 
Ghostbusters (1984)",http://33.media.tumblr.com/tumblr_meejkmkWpj1qghl49o1_500.gif
The Avengers,http://www.imdb.com/title/tt0848228/,http://technoir.nl/post/36685721363/november2012-theavengers,"'Alright. Hey. Alright. Good job, guys. Let's just not come in tomorrow. Let's just take a day. Have you ever tried shawarma? There's a shawarma joint about two blocks from here. I don't know what it is, but I wanna try it.'
The Avengers (2012) ",http://38.media.tumblr.com/tumblr_me4cg1shUF1qghl49o1_r2_500.gif
Office Space,http://www.imdb.com/title/tt0151804/,http://technoir.nl/post/36310729568/november2012-officespace,"'Hi Milton. What's happening? I'm gonna have to ask you to go ahead and move your desk again.'
Office Space (1999)",http://38.media.tumblr.com/tumblr_mdwtqew7tH1qghl49o1_r1_500.gif
The Dark Knight Rises,http://www.imdb.com/title/tt1345836/,http://technoir.nl/post/35918327270/november2012-thedarkknightrises,"'I blow that tunnel open, I'm gone. &#8230; There&#8217;s more to you than that.&#8217;
The Dark Knight Rises (2012)",http://33.media.tumblr.com/tumblr_mdn6cjqTGB1qghl49o1_r2_500.gif
Safety Not Guaranteed,http://www.imdb.com/title/tt1862079/,http://technoir.nl/post/35735486430/november2012-safetynotguaranteed,"'The mission has been updated'
Safety Not Guaranteed (2012)",http://31.media.tumblr.com/tumblr_mdi4q2Z2SV1qghl49o1_500.gif
Planet of the Apes,http://www.imdb.com/title/tt0063442/,http://technoir.nl/post/35417475277/november2012-planetoftheapes,"'You Maniacs! You blew it up! Ah, damn you! God damn you all to hell!' 
Planet of the Apes (1968)",http://33.media.tumblr.com/tumblr_mda91vsBEg1qghl49o1_r1_500.gif
Le Voyage dans la Lune,http://www.imdb.com/title/tt0000417/,http://technoir.nl/post/35143115892/november2012-levoyagedanslalune,Le Voyage dans la Lune (1902),http://33.media.tumblr.com/tumblr_md30vdY8aK1qghl49o1_500.gif
The Matrix,http://www.imdb.com/title/tt0133093/,http://technoir.nl/post/34515991768/october2012-thematrix,"'Get in'
The Matrix (1999)",http://37.media.tumblr.com/tumblr_mcmhljC7bP1qghl49o1_r1_500.gif
Moonrise Kingdom,http://www.imdb.com/title/tt1748122/,http://technoir.nl/post/34492360377/october2012-moonrisekingdom,"'I don't like the snappy attitude. This is the most important decision you've made in your lives. Go over by that trampoline and talk it through before you give me another quick answer.'
Moonrise Kingdom (2012)",http://38.media.tumblr.com/tumblr_mcm2nu5vU71qghl49o1_r1_500.gif
Die Hard,http://www.imdb.com/title/tt0095016/,http://technoir.nl/post/33830380065/october2012-diehard,"""Come out to the coast, we&#8217;ll get together, have a few laughs&#8230;""
Die Hard (1988)",http://38.media.tumblr.com/tumblr_mc34beEWaf1qghl49o1_r1_500.gif
Atonement,http://www.imdb.com/title/tt0783233/,http://technoir.nl/post/33711638970/october2012-atonement,"'Come back. Come back to me.'
Atonement (2007)",http://37.media.tumblr.com/tumblr_mbzu2k6v6I1qghl49o1_r3_500.gif
A League Of Their Own,http://www.imdb.com/title/tt0104694/,http://technoir.nl/post/33091436087/october2012-aleagueoftheirown,"'I'm a goddamn Peach!'
A League of Their Own (1992)",http://37.media.tumblr.com/tumblr_mbj82yLmYA1qghl49o1_r1_500.gif
,http://www.imdb.com/title/tt0093191/,http://technoir.nl/post/32561514618/september2012-derhimmeluberberlin,"'When the child was a child, it walked with its arms swinging. It wanted the stream to be a river, the river a torrent, and this puddle to be the sea. When the child was a child, it didn't know it was a child. Everything was full of life, and all life was one. When the child was a child, it had no opinion about anything, no habits. It often sat cross-legged, took off running, had a cowlick in its hair, and didn't make faces when photographed.'
Der Himmel über Berlin (1987)",http://33.media.tumblr.com/tumblr_mb52f6vt3k1qghl49o1_r4_500.gif
Drive,http://www.imdb.com/title/tt0780504/,http://technoir.nl/post/32413737578/september2012-drive,"'I'm not doing anything this weekend&#8230; If you want a ride or something?'
Drive (2011)",http://37.media.tumblr.com/tumblr_mb121dw7mv1qghl49o1_r2_500.gif
Dune,http://www.imdb.com/title/tt0087182/,http://technoir.nl/post/32141874315/september2012-dune,"'A beginning is a very delicate time. Know then, that is is the year 10191.'
Dune (1984)",http://38.media.tumblr.com/tumblr_mathfvS3Uy1qghl49o1_r2_500.gif
Moonrise Kingdom,http://www.imdb.com/title/tt1748122/,http://technoir.nl/post/32076555462/september2012-moonrisekingdom,"'This is our land!'
Moonrise Kingdom (2012)",http://38.media.tumblr.com/tumblr_maru2gBEjf1qghl49o1_r3_500.gif
Cosmopolis,http://www.imdb.com/title/tt1480656/,http://technoir.nl/post/31944136066/september2012-cosmopolis,"‘My prostate is asymmetrical.’
Cosmopolis (2012)",http://38.media.tumblr.com/tumblr_mao5d4xOzB1qghl49o1_r2_500.gif
Shame,http://www.imdb.com/title/tt1723811/,http://technoir.nl/post/30477488473/august2012-shame,"'We're not bad people. We just come from a bad place.' 
Shame (2011)",http://38.media.tumblr.com/tumblr_m9jey5dhiE1qghl49o1_r1_500.gif
Natural Born Killers,http://www.imdb.com/title/tt0110632/,http://technoir.nl/post/30403167654/august2012-naturalbornkillers,"'How sexy am I now, huh? Flirty boy! How sexy am I now? &#8230; You made my shitlist!&#8217;
Natural Born Killers (1994)",http://38.media.tumblr.com/tumblr_m9hesbGtat1qghl49o1_r1_500.gif
Lost In Translation,http://www.imdb.com/title/tt0335266/,http://technoir.nl/post/30242393001/august2012-lostintranslation,"'Let's never come here again because it would never be as much fun.' 
Lost in Translation (2003)",http://38.media.tumblr.com/tumblr_m9da1dZ8zw1qghl49o1_r1_500.gif
,http://www.imdb.com/title/tt0110413/,http://technoir.nl/post/29431695789/august2012-leon,"'Is life always this hard, or is it just when you're a kid? &#8230; Always like this.'
Léon (1994) ",http://33.media.tumblr.com/tumblr_m8rkvqTwsj1qghl49o1_r2_500.gif
My Neighbor Totoro,http://www.imdb.com/title/tt0096283/,http://technoir.nl/post/29423418284/august2012-myneighbortotoro,"'Are you Totoro?'
My Neighbor Totoro (1988)",http://31.media.tumblr.com/tumblr_m8retrTqis1qghl49o1_r1_500.gif
Drowning By Numbers,http://www.imdb.com/title/tt0092929/,http://technoir.nl/post/27555992115/july2012-drowningbynumbers,"'What are you doing up so late? &#8230; I'm counting the stars &#8230; Do you really know all their names? &#8230; Yes I do &#8230; How many did you count? &#8230; A hundred &#8230; There are more than a hundred &#8230; I know &#8230; Why did you stop? &#8230; A hundred is enough, once you've counted a hundred all the other hundreds are the same'
Drowning By Numbers (1988)",http://37.media.tumblr.com/tumblr_m7exxeZ6sP1qghl49o1_r1_500.gif
The Dark Knight,http://www.imdb.com/title/tt0468569/,http://technoir.nl/post/27440439578/july2012-thedarkknight," &#8217;Nothing. No matches on prints, DNA, dental. Clothing is custom, no labels. Nothing in his pockets but knives and lint. No name, no other alias.&#8217; 
The Dark Knight (2008) ",http://38.media.tumblr.com/tumblr_m7bve1af5J1qghl49o1_r1_500.gif
The Terminator,http://www.imdb.com/title/tt0088247/,http://technoir.nl/post/27430525883/july2012-theterminator,"'He's not a man - a machine. A Terminator. A Cyberdyne Systems Model 101.' 
The Terminator (1984)",http://37.media.tumblr.com/tumblr_m7bf43tkZY1qghl49o1_r2_500.gif
The Virgin Suicides,http://www.imdb.com/title/tt0159097/,http://technoir.nl/post/27281986394/july2012-thevirginsuicides,"'Collecting everything we could of theirs, the Lisbon girls wouldn't leave our minds but they were slipping away. The color of their eyes was fading along with the exact locations&#8230; of moles and dimples. From five, they had become four, and they were all the living and the dead, becoming shadows. We would have lost them completely if the girls hadn't contacted us.'
The Virgin Suicides (1999)",http://38.media.tumblr.com/tumblr_m780k2I7U51qghl49o1_r2_500.gif
10 Things I Hate About You,http://www.imdb.com/title/tt0147800/,http://technoir.nl/post/27000679487/july2012-10thingsihateaboutyou,"'He's our guy.'
10 Things I Hate About You (1999)",http://37.media.tumblr.com/tumblr_m70ld722Ew1qghl49o1_r1_500.gif
The Wizard Of Oz,http://www.imdb.com/title/tt0032138/,http://technoir.nl/post/26992670844/july2012-thewizardofoz,"'Toto, I've a feeling we're not in Kansas any more.'
The Wizard of Oz (1939)",http://31.media.tumblr.com/tumblr_m70fp8GVM61qghl49o1_r1_500.gif
Haywire,http://www.imdb.com/title/tt1506999/,http://technoir.nl/post/26439861000/july2012-haywire,"""You just get here as quick as you can. &#8230;  I&#8217;ll try. Keep your eyes open. &#8230; I haven&#8217;t shut my eyes since you were born.&#8221;
Haywire (2011) ",http://38.media.tumblr.com/tumblr_m6lpqjH8Qe1qghl49o1_r1_500.gif
Se7en,http://www.imdb.com/title/tt0114369/,http://technoir.nl/post/25044144510/june2012-se7en,"'It seems that envy is my sin.'
Se7en (1995)",http://31.media.tumblr.com/tumblr_m5kqp7wj1I1qghl49o1_r1_500.gif
Reservoir Dogs,http://www.imdb.com/title/tt0105236/,http://technoir.nl/post/24703530345/june2012-reservoirdogs,"'Are you cool? &#8230; I'm cool.'
Reservoir Dogs (1992)",http://37.media.tumblr.com/tumblr_m5bjmhY8zZ1qghl49o1_r1_500.gif
Highlander,http://www.imdb.com/title/tt0091203/,http://technoir.nl/post/24692310479/june2012-highlander,"'The sensation you are feeling is the quickening.'
Highlander (1986)",http://31.media.tumblr.com/tumblr_m5bb56Sq8Q1qghl49o1_r1_500.gif
The Breakfast Club,http://www.imdb.com/title/tt0088847/,http://technoir.nl/post/24637824532/june2012-thebreakfastclub,"'Dear Mr. Vernon, we accept the fact that we had to sacrifice a whole Saturday in detention for whatever it was we did wrong. What we did *was* wrong. But we think you're crazy to make an essay telling you who we think we are. You see us as you want to see us&#8230; In the simplest terms, in the most convenient definitions. But what we found out is that each one of us is a brain. &#8230; and an athlete. &#8230; and a basket case. &#8230; a princess. &#8230; and a criminal. &#8230; Does that answer your question? &#8230; Sincerely yours, the Breakfast Club.&#8217; 
The Breakfast Club (1985)",http://38.media.tumblr.com/tumblr_m59qyw3evP1qghl49o1_r2_500.gif
Ghost in the Shell,http://www.imdb.com/title/tt0113568/,http://technoir.nl/post/24286106650/june2012-ghostintheshell,"""If a technological feat is possible, man will do it. Almost as if it&#8217;s wired into the core of our being.""
Ghost in the Shell (1995)",http://38.media.tumblr.com/tumblr_m50esawubi1qghl49o1_r1_500.gif
Kill Bill: Vol. 1,http://www.imdb.com/title/tt0266697/,http://technoir.nl/post/24266148223/june2012-killbillvol1,"""Go-Go, I know you feel you must protect your mistress. But I beg you, walk away.""
Kill Bill: Vol. 1 (2003)",http://37.media.tumblr.com/tumblr_m4zzc0EOmH1qghl49o1_r1_500.gif
Batman Returns,http://www.imdb.com/title/tt0103776/,http://technoir.nl/post/23251351733/may2012-batmanreturns,"'Two lives left. I think I'll save one for next Christmas.' 
Batman Returns (1992)",http://38.media.tumblr.com/tumblr_m46tsfJk9Q1qghl49o1_r2_500.gif
Interview With The Vampire,http://www.imdb.com/title/tt0110148/,http://technoir.nl/post/23238870171/may2012-interviewwiththevampire,"'She slept in my coffin at first, curling her little fingers around my hair.'
Interview With The Vampire (1994)",http://37.media.tumblr.com/tumblr_m46jzrbvkp1qghl49o1_r1_500.gif
Inglourious Basterds,http://www.imdb.com/title/tt0361748/,http://technoir.nl/post/23226642235/may2012-inglouriousbasterds,"'So, gentlemen, let's discuss the prospect of ending the war tonight.' 
Inglourious Basterds (2009)",http://37.media.tumblr.com/tumblr_m46499tvm91qghl49o1_r2_500.gif
Control,http://www.imdb.com/title/tt0421082/,http://technoir.nl/post/23223369658/may2012-control,"'So this is permanence; love-shattered pride. What once was innocence, has turned on its side.&#8217;
Control (2007) ",http://37.media.tumblr.com/tumblr_m45yga1Zm21qghl49o1_r2_500.gif
Le Mepris,http://www.imdb.com/title/tt0057345/,http://technoir.nl/post/22607964294/may2012-lemepris,"'Take care. Farewell. Camille'
Le Mepris (1963)",http://33.media.tumblr.com/tumblr_m3o9bqdlZf1qghl49o1_r1_500.gif
Sid and Nancy,http://www.imdb.com/title/tt0091954/,http://technoir.nl/post/21801775802/april2012-sidandnancy,"'Sidney's more than a mere bass player. He's a fabulous disaster. He's a symbol, a metaphor, he embodies the dementia of a nihilistic generation. He's a fuckin' star.'
Sid and Nancy (1986)",http://33.media.tumblr.com/tumblr_m32021bt0R1qghl49o1_r1_500.gif
The Big Lebowski,http://www.imdb.com/title/tt0118715/,http://technoir.nl/post/21573575863/april2012-thebiglebowski,"'Fuckin' Quintana&#8230; that creep can roll, man. &#8230; Yeah, but he&#8217;s a pervert, Dude.&#8217;
The Big Lebowski (1998) ",http://38.media.tumblr.com/tumblr_m2vzzb7A0T1qghl49o1_r1_500.gif
Terminator 2: Judgment Day,http://www.imdb.com/title/tt0103064/,http://technoir.nl/post/21144918010/april2012-terminator2judgmentday,"&#8221;Dyson listened while the Terminator laid it all down: Skynet, Judgment Day, the history of things to come. It&#8217;s not everyday you find out that you&#8217;re responsible for 3 billion deaths. He took it pretty well.&#8217; 
Terminator 2: Judgment Day (1991)",http://33.media.tumblr.com/tumblr_m2ix4j7cVT1qghl49o1_r1_500.gif
Edward Scissorhands,http://www.imdb.com/title/tt0099487/,http://technoir.nl/post/21104581894/april2012-edwardscissorhands,"'The years spent in isolation have not equipped him with the tools necessary to judge right from wrong. He's had no context. He's been completely without guidance. Furthermore, his work - the garden sculptures, hairstyles and so forth - indicate that he's a highly imaginative&#8230; uh&#8230; character. It seems clear that his awareness of what we call reality is radically underdeveloped.'  
Edward Scissorhands (1990)",http://31.media.tumblr.com/tumblr_m2hmy96sFf1qghl49o1_r1_500.gif
Batman Returns,http://www.imdb.com/title/tt0103776/,http://technoir.nl/post/21097461291/april2012-batmanreturns,"'Wow, *the* Batman - or is it just &#8220;Batman&#8221;? Uh, your choice, of course!' 
Batman Returns (1992)",http://38.media.tumblr.com/tumblr_m2hh1saLUf1qghl49o1_r1_500.gif
